event_id,event_name,start_time,fighter_a,fighter_b,scheduled_rounds,is_title_fight,market,selection,book,american_odds,selection_name,odds_api_event_id,odds_source,snapshot_fallback_used,last_snapshot_time
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Talita Alencar,Julia Polastri,3.0,0,inside_distance,fighter_a,manual,,Talita Alencar,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Talita Alencar,Julia Polastri,3.0,0,inside_distance,fighter_b,manual,,Julia Polastri,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Talita Alencar,Julia Polastri,3.0,0,by_decision,fighter_a,manual,,Talita Alencar,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Talita Alencar,Julia Polastri,3.0,0,by_decision,fighter_b,manual,,Julia Polastri,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Max Griffin,Victor Valenzuela,3.0,0,moneyline,fighter_a,fanduel,120.0,Max Griffin,47769d01880fd9cc3753f75a697688d8,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Max Griffin,Victor Valenzuela,3.0,0,moneyline,fighter_b,fanduel,-140.0,Victor Valenzuela,47769d01880fd9cc3753f75a697688d8,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Max Griffin,Victor Valenzuela,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Max Griffin,Victor Valenzuela,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Max Griffin,Victor Valenzuela,3.0,0,inside_distance,fighter_a,manual,,Max Griffin,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Max Griffin,Victor Valenzuela,3.0,0,inside_distance,fighter_b,manual,,Victor Valenzuela,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Max Griffin,Victor Valenzuela,3.0,0,by_decision,fighter_a,manual,,Max Griffin,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Max Griffin,Victor Valenzuela,3.0,0,by_decision,fighter_b,manual,,Victor Valenzuela,,missing,0,
